-80.2566748938266,-80.25667509706652,-80.25667448734677,-80.25667672298583,-80.25666839014934,-80.25669948585625,-80.25658343586514,-80.25701654012265,-80.25540017308371,-37.11344354264297,-37.11143275467689,-37.11344354264297,-80.25540017308371,-80.25701654012265,-80.25658343586514,-80.25669948585625,-80.25666839014934,-80.25667672298583,-80.25667448734677,-80.25667509706652,-80.2566748938266
-80.9681548957449,-80.96826968327166,-80.96755549001438,-80.97374810960201,-80.92087607701099,-81.24625108065293,-80.81928399340754,-60.01526724003976,-9.684471796271897,9.483916584924458,10.739298749810201,9.48391658492446,-9.684471796271895,-60.01526724003976,-80.81928399340755,-81.24625108065294,-80.92087607701099,-80.97374810960201,-80.96755549001438,-80.96826968327166,-80.9681548957449
-81.49673874879558,-81.49670769340997,-81.49631644284725,-81.4779176643367,-81.81678664644149,-79.74471933552044,-56.343048187663136,-13.614027948300805,-14.205249983673676,-30.132738225092144,-35.32104010641292,-30.13273822509214,-14.205249983673662,-13.614027948300794,-56.34304818766316,-79.74471933552046,-81.81678664644149,-81.4779176643367,-81.49631644284725,-81.49670769340997,-81.49673874879558
-81.86607135042655,-81.85869711683807,-81.87930762601377,-82.16894194085339,-78.22575841649613,-52.759363364294025,-15.039245480795849,-18.663866129966202,-37.55705383078064,-51.08467918582916,-55.69437451991973,-51.08467918582916,-37.55705383078063,-18.6638661299662,-15.039245480795843,-52.759363364294046,-78.22575841649615,-82.16894194085339,-81.87930762601377,-81.85869711683807,-81.86607135042655
-82.09987056035338,-82.18649469560225,-82.39350631877856,-75.44265889237843,-46.48002838147556,-16.134069220116917,-21.97010153039851,-39.01420494672122,-52.31100010013873,-62.42566940021351,-66.18523995225713,-62.42566940021351,-52.31100010013873,-39.01420494672122,-21.97010153039849,-16.134069220116892,-46.480028381475556,-75.44265889237842,-82.39350631877856,-82.18649469560225,-82.09987056035338
-82.5710937444506,-82.52669266944335,-69.51812781387889,-32.13286619298828,-14.707622290513742,-25.539262301906135,-40.88399153327016,-52.30081092408581,-61.75021706809966,-69.09991133740007,-71.77543430134406,-69.09991133740007,-61.75021706809966,-52.3008109240858,-40.88399153327015,-25.539262301906117,-14.707622290513745,-32.13286619298832,-69.5181278138789,-82.52669266944335,-82.5710937444506
-82.03158039121513,-62.117836799904936,-16.040150659383844,-12.063280047639532,-28.93038222796006,-43.07099308653665,-53.26327998584757,-61.30364143226741,-68.19564902240975,-73.12330541306477,-74.85822854870742,-73.12330541306477,-68.19564902240975,-61.30364143226741,-53.26327998584757,-43.07099308653665,-28.930382227960056,-12.063280047639523,-16.04015065938382,-62.11783679990491,-82.03158039121512
-20.680243783315476,-6.919074733959931,-13.700930753248596,-31.913257619045844,-45.30274636400898,-54.67982845164562,-61.87955064773909,-67.80668269480506,-72.54429845437122,-75.71625563080113,-76.82558679641471,-75.71625563080113,-72.54429845437122,-67.80668269480506,-61.87955064773909,-54.67982845164562,-45.30274636400898,-31.913257619045837,-13.700930753248578,-6.919074733959894,-20.68024378331542
-5.9397110799190616,-15.864217825288584,-33.82073127339207,-47.43029183591424,-56.2990160987692,-62.92260762220626,-68.20021524577271,-72.33965266432192,-75.47203680695121,-77.51285310789947,-78.22539253608439,-77.51285310789947,-75.47203680695121,-72.33965266432192,-68.20021524577272,-62.922607622206264,-56.29901609876921,-47.43029183591424,-33.82073127339207,-15.864217825288598,-5.93971107991908
-38.57369310015101,-42.11069913595591,-49.91471476927258,-57.78156922594269,-64.13022966174543,-68.9677924773035,-72.6261646746507,-75.41377634919445,-77.486920618743,-78.81392003399505,-79.27512094733801,-78.81392003399505,-77.48692061874301,-75.41377634919446,-72.62616467465071,-68.96779247730352,-64.13022966174543,-57.78156922594268,-49.914714769272585,-42.11069913595592,-38.57369310015102
-55.59441510785788,-56.94354517308579,-60.692140255137076,-65.50745654142798,-69.83567994813876,-73.1510744797433,-75.63282812447936,-77.51630532227107,-78.90146009236685,-79.77304633839839,-80.07396802357661,-79.77304633839839,-78.90146009236686,-77.51630532227108,-75.63282812447937,-73.1510744797433,-69.83567994813875,-65.50745654142797,-60.69214025513707,-56.943545173085795,-55.59441510785789
-65.92514213515481,-66.53494807712012,-68.42478059202114,-71.13368678645568,-73.8065211093395,-75.99663875407416,-77.68672038774874,-78.97215052458412,-79.90505900496504,-80.48172121757918,-80.6794378049832,-80.48172121757918,-79.90505900496504,-78.97215052458412,-77.68672038774874,-75.99663875407416,-73.8065211093395,-71.13368678645568,-68.42478059202114,-66.53494807712012,-65.92514213515481
-72.3217427592268,-72.5861497756033,-73.48302289326323,-74.92900060358589,-76.52867717734462,-77.95698992505777,-79.10709777717344,-79.98794795300758,-80.6192524990415,-81.00262680875103,-81.13327581311626,-81.00262680875103,-80.6192524990415,-79.98794795300758,-79.10709777717344,-77.95698992505777,-76.52867717734462,-74.92900060358589,-73.48302289326323,-72.5861497756033,-72.3217427592268
